SKU_ID,Item_Cost,Item_Count,Total_Cost,Lead_Time,Shelf_Life,EOQ,Lead_Time_Variability,Seasonality,Warehouse_Location,Customer_Reviews,Historical_Sales_Data,Demand_Fluctuation,ABC_Classification
SKU0338,40,150,6000,6,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0339,15,150,2250,5,365,150,medium,none,C3,4.6,180,stable,B
SKU0340,7.5,0,0,5,120,0,low,none,A1,3.9,0,increasing,A
SKU0341,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,90,stable,B
SKU0342,11.25,300,3375,3,365,250,low,none,C3,4.8,320,decreasing,C
SKU0343,60,5,300,30,7,5,high,none,A1,3,10,increasing,A
SKU0344,10,5000,50000,2,365,1000,low,seasonal,B2,3.2,4800,stable,B
SKU0345,5,500,2500,4,180,300,medium,none,C3,4.4,420,decreasing,C
SKU0346,90,2,180,8,30,1,high,none,A1,2.5,3,increasing,A
SKU0347,20,10000,200000,1,240,5000,low,seasonal,B2,3.1,9800,stable,B
SKU0348,100,3,300,12,7,2,medium,none,C3,4.5,5,decreasing,C
SKU0349,12,800,9600,15,180,400,low,none,A1,4.7,1200,increasing,A
SKU0350,1.5,2000,3000,20,240,800,high,seasonal,B2,4,1500,stable,B
SKU0351,45,150,6750,7,180,200,medium,none,C3,4.6,,B,
SKU0352,10,0,0,4,365,,high,seasonal,A1,,1200,increasing,A
SKU0353,75,5000,375000,,180,5000,low,seasonal,A1,3.2,,A,
SKU0354,8,200,1600,10,,250,low,none,B2,4.4,350,decreasing,C
SKU0355,200,10,2000,15,30,5,,none,C3,4.8,25,stable,B
SKU0356,20,10000,200000,1,240,5000,low,seasonal,A1,3.1,9800,,
SKU0357,90,,,8,30,,high,none,B2,2.5,3,decreasing,C
SKU0358,50,3,150,12,7,2,medium,none,C3,4.5,5,increasing,A
SKU0359,12,800,9600,,180,400,low,none,A1,,1200,decreasing,C
SKU0360,1.5,2000,3000,20,240,800,high,,A1,4,1500,increasing,
SKU0361,40,150,6000,6,180,200,medium,none,B2,4.2,250,,C
SKU0362,15,150,,5,365,150,medium,none,C3,,180,stable,B
SKU0363,7.5,,0,5,120,0,low,none,A1,3.9,0,increasing,A
SKU0364,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,90,,
SKU0365,11.25,300,3375,3,365,250,low,none,A1,4.8,320,stable,B
SKU0366,60,5,300,30,7,5,high,none,C3,3,10,decreasing,C
SKU0367,10,5000,50000,2,365,1000,low,,A1,3.2,4800,increasing,A
SKU0368,5,500,2500,4,180,300,medium,none,B2,,420,stable,B
SKU0369,90,,180,8,30,1,high,none,C3,2.5,3,,C
SKU0370,20,10000,200000,1,240,5000,,seasonal,A1,3.1,9800,decreasing,A
SKU0371,100,3,300,12,7,2,medium,none,B2,,5,stable,B
SKU0372,12,,9600,15,180,400,low,none,C3,4.7,1200,decreasing,
SKU0373,1.5,2000,3000,20,240,800,high,seasonal,A1,4,1500,increasing,A
SKU0374,40,150,6000,,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0375,15,150,2250,5,365,150,medium,none,,4.6,180,stable,B
SKU0376,7.5,0,0,5,120,0,low,none,A1,3.9,,A,
SKU0377,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,90,increasing,
SKU0378,11.25,300,3375,3,365,250,low,none,A1,4.8,320,stable,B
SKU0379,60,5,300,,7,5,high,none,C3,3,10,decreasing,C
SKU0380,10,5000,50000,2,365,1000,low,seasonal,A1,3.2,4800,increasing,A
SKU0381,5,500,2500,4,180,300,medium,none,B2,4.5,420,stable,B
SKU0382,90,200,18000,8,30,1,high,none,C3,2.5,3,decreasing,C
SKU0383,20,10000,200000,1,240,5000,low,seasonal,A1,3.1,9800,,
SKU0384,100,3,300,12,7,2,medium,none,B2,,5,stable,B
SKU0385,12,400,4800,15,180,400,low,none,C3,4.7,1200,decreasing,
SKU0386,1.5,2000,3000,20,240,800,high,seasonal,A1,4,1500,increasing,A
SKU0387,40,150,6000,6,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0388,15,150,2250,5,365,150,medium,none,C3,4.6,180,stable,B
SKU0389,7.5,1000,7500,5,120,0,low,none,A1,3.9,2000,increasing,A
SKU0390,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,,C,
SKU0391,11.25,300,3375,3,365,250,low,none,A1,4.8,320,stable,B
SKU0392,60,5,300,30,7,5,high,none,C3,3,10,decreasing,C
SKU0393,10,5000,50000,,365,1000,low,,A1,3.2,4800,increasing,A
SKU0394,5,500,2500,4,180,300,medium,none,B2,4.5,420,stable,B
SKU0395,90,100,9000,8,30,1,high,none,C3,,3,decreasing,C
SKU0396,20,10000,200000,1,240,5000,low,seasonal,A1,3.1,9800,decreasing,A
SKU0397,100,3,300,12,7,2,medium,none,B2,4.4,5,stable,B
SKU0398,12,400,4800,15,180,400,low,none,C3,4.7,,C,
SKU0399,1.5,2000,3000,20,240,800,high,seasonal,A1,4,1500,increasing,A
SKU0400,40,150,6000,6,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0401,15,150,2250,5,365,150,medium,none,C3,4.6,180,stable,B
SKU0402,7.5,0,0,5,120,0,low,none,A1,3.9,,A,
SKU0403,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,90,increasing,A
SKU0404,11.25,300,3375,3,365,250,low,none,A1,4.8,320,stable,B
SKU0405,60,5,300,30,7,5,high,none,C3,3,10,decreasing,C
SKU0406,10,5000,50000,2,365,1000,low,seasonal,A1,3.2,4800,increasing,A
SKU0407,5,500,2500,4,180,300,medium,none,B2,4.5,420,stable,B
SKU0408,90,,180,8,30,1,high,none,C3,2.5,3,,C
SKU0409,20,10000,200000,1,240,5000,,seasonal,A1,3.1,9800,decreasing,A
SKU0410,100,3,300,12,7,2,medium,none,B2,,5,stable,B
SKU0411,12,,9600,15,180,400,low,none,C3,4.7,1200,decreasing,
SKU0412,1.5,2000,3000,20,240,800,high,seasonal,A1,4,1500,increasing,A
SKU0413,40,150,6000,,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0414,15,150,2250,5,365,150,medium,none,C3,4.6,180,stable,B
SKU0415,7.5,0,0,5,120,0,low,none,A1,3.9,200,A,
SKU0416,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,,C,
SKU0417,11.25,300,3375,3,365,250,low,none,A1,4.8,320,stable,B
SKU0418,60,5,300,30,7,5,high,none,C3,3,,C,
SKU0419,10,5000,50000,,365,1000,low,,A1,3.2,4800,increasing,A
SKU0420,5,500,2500,4,180,300,medium,none,B2,4.5,420,stable,B
SKU0421,90,100,9000,8,30,1,high,none,C3,,3,decreasing,C
SKU0422,20,10000,200000,1,240,5000,low,seasonal,A1,3.1,9800,decreasing,A
SKU0423,100,3,300,12,7,2,medium,none,B2,4.4,5,stable,B
SKU0424,12,400,4800,15,180,400,low,none,C3,4.7,,C,
SKU0425,1.5,,3000,20,240,800,high,seasonal,A1,4,1500,increasing,A
SKU0426,45,150,6750,6,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0427,15,150,2250,5,365,150,medium,none,C3,4.6,180,stable,B
SKU0428,7.5,0,0,5,120,0,low,none,A1,3.9,,A,
SKU0429,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,90,increasing,A
SKU0430,11.25,300,3375,3,365,250,low,none,A1,4.8,320,stable,B
SKU0431,60,5,300,30,7,5,high,none,C3,3,10,decreasing,C
SKU0432,10,5000,50000,2,365,1000,low,seasonal,A1,3.2,4800,increasing,A
SKU0433,5,500,2500,4,180,300,medium,none,B2,4.5,420,stable,B
SKU0434,90,,180,8,30,1,high,none,C3,2.5,3,,C
SKU0435,20,10000,200000,1,240,5000,,seasonal,A1,3.1,9800,decreasing,A
SKU0436,100,3,300,12,7,2,medium,none,B2,,5,stable,B
SKU0437,12,,9600,15,180,400,low,none,C3,4.7,1200,decreasing,
SKU0438,1.5,2000,3000,20,240,800,high,seasonal,A1,4,1500,increasing,A
SKU0439,40,150,6000,,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0440,15,150,2250,5,365,150,medium,none,C3,4.6,180,stable,B
SKU0441,7.5,0,0,5,120,0,low,none,A1,3.9,200,A,
SKU0442,22.5,80,1800,4,240,80,high,seasonal,B2,3.6,,C,
SKU0443,11.25,300,3375,3,365,250,low,none,A1,4.8,320,stable,B
SKU0444,60,5,300,30,7,5,high,none,C3,3,,C,
SKU0445,10,5000,50000,,365,1000,low,,A1,3.2,4800,increasing,A
SKU0446,5,500,2500,4,180,300,medium,none,B2,4.5,420,stable,B
SKU0447,90,100,9000,8,30,1,high,none,C3,,3,decreasing,C
SKU0448,20,10000,200000,1,240,5000,low,seasonal,A1,3.1,9800,decreasing,A
SKU0449,100,3,300,12,7,2,medium,none,B2,4.4,5,stable,B
SKU0450,12,400,4800,15,180,400,low,none,C3,4.7,,C,
SKU0451,1.5,,3000,20,240,800,high,seasonal,A1,4,1500,increasing,A
SKU0452,45,150,6750,6,180,200,medium,none,B2,4.2,250,decreasing,C
SKU0453,15,150,2250,5,365,150,medium,none,C3,4.6,180,stable,B
SKU0453,6.5,255,1657.5,3,180,200,high,none,A1,4.1,280,increasing,A
SKU0454,18.25,85,1551.25,7,365,80,low,none,B2,3.7,100,decreasing,B
SKU0455,9.75,195,1901.25,3,180,170,medium,none,C3,4.6,220,stable,C
SKU0456,15,205,3075,6,240,260,high,seasonal,B2,4.2,320,increasing,A
SKU0457,7.25,175,1268.75,5,120,150,low,none,B2,3.9,200,stable,B
SKU0458,16.5,95,1567.5,7,365,100,high,none,C3,4.3,120,decreasing,C
SKU0459,4.75,110,522.5,2,180,95,medium,seasonal,A1,4,110,increasing,A
SKU0460,12.5,180,2250,3,240,160,low,none,B2,3.5,200,stable,B
SKU0461,8.25,255,2103.75,6,180,200,high,none,A1,4.7,280,decreasing,A
SKU0462,19,75,1425,4,365,70,medium,none,B2,4.2,90,increasing,A
SKU0463,10.75,130,1397.5,5,120,120,low,seasonal,B2,3.8,140,stable,C
SKU0464,6,310,1860,7,240,250,high,none,C3,4.4,320,decreasing,C
SKU0465,21.5,60,1290,2,180,55,medium,none,A1,3.9,70,stable,A
SKU0466,11.25,105,1181.25,3,365,140,medium,none,B2,4.1,160,increasing,B
SKU0467,5.5,220,1210,6,180,190,low,none,A1,3.6,220,decreasing,C
SKU0468,13.7,80,1096,3,90,75,low,none,A1,3.5,80,decreasing,A
SKU0469,8.7,120,1044,4,240,110,medium,seasonal,B2,4,130,increasing,B
SKU0470,15.2,90,1368,2,180,70,medium,none,A1,3.7,100,stable,A
SKU0471,12.1,75,907.5,1,30,45,high,none,C3,4.3,60,increasing,C
SKU0472,9.2,100,920,5,365,120,low,none,B2,3.6,110,decreasing,B
SKU0473,6.8,200,1360,6,240,190,medium,none,A1,4.2,210,increasing,A
SKU0474,17.9,70,1253,3,90,60,medium,none,B2,3.9,80,stable,B
SKU0475,10.5,110,1155,4,240,130,low,none,C3,4.1,140,decreasing,C
SKU0476,14.8,85,1258,2,180,80,medium,seasonal,A1,3.8,95,stable,A
SKU0477,7.5,130,975,1,30,50,high,none,C3,4.4,60,increasing,C
SKU0478,16.3,95,1548.5,5,365,130,medium,none,B2,3.7,150,decreasing,B
SKU0479,9.6,150,1440,6,240,210,low,none,A1,3.4,230,increasing,A
SKU0480,20.7,65,1345.5,3,90,55,medium,none,A1,4.1,70,stable,C
SKU0481,11.8,100,1180,4,240,100,low,seasonal,B2,3.9,110,increasing,B
SKU0482,5.4,180,972,2,180,160,high,none,A1,4.3,190,decreasing,A
SKU0483,13.9,75,1042.5,1,30,40,medium,none,C3,3.7,50,stable,C
SKU0484,8.6,120,1032,5,365,110,medium,none,B2,4.2,130,increasing,B
SKU0485,15.7,90,1413,6,240,180,low,none,A1,3.8,200,decreasing,A
SKU0486,12.6,80,1008,3,90,70,medium,seasonal,A1,4,90,stable,C
SKU0487,9.7,110,1067,4,240,120,high,none,B2,3.5,130,increasing,B
SKU0488,6.3,200,1260,2,180,150,medium,none,A1,4.1,160,decreasing,A
SKU0489,17.4,70,1218,1,30,50,low,none,C3,4.4,60,stable,C
SKU0490,10.9,120,1308,5,365,140,medium,none,B2,3.7,150,increasing,B
SKU0491,14.2,95,1349,6,240,170,medium,none,A1,3.9,190,decreasing,A
SKU0492,7.9,140,1106,3,90,90,high,seasonal,A1,4.3,100,stable,C
SKU0493,16.5,80,1320,4,240,100,low,none,B2,3.6,110,increasing,B
SKU0494,9.8,130,1274,2,180,120,medium,none,A1,4.2,130,decreasing,A
SKU0495,20.9,65,1358.5,1,30,45,medium,none,C3,4.4,60,stable,C
SKU0496,12,100,1200,5,365,130,medium,none,B2,3.7,140,increasing,B
SKU0497,5.6,150,840,6,240,180,high,none,A1,3.5,200,decreasing,A
SKU0498,14.5,75,1087.5,3,90,60,low,none,C3,4.1,70,stable,C
SKU0499,8.3,110,913,4,240,100,medium,seasonal,B2,3.9,120,increasing,B
SKU0500,15.9,85,1351.5,2,180,70,medium,none,A1,4,90,stable,A
SKU0501,11.6,120,1392,1,30,40,high,none,A1,3.6,50,increasing,C
SKU0502,6.5,190,1235,5,365,170,low,none,B2,4.2,180,decreasing,B
SKU0503,18,70,1260,6,240,190,medium,none,A1,3.7,210,increasing,A
SKU0504,10.7,100,1070,3,90,80,medium,seasonal,C3,3.9,90,stable,C
SKU0505,13.4,75,1005,4,240,90,high,none,B2,4.3,100,increasing,B
SKU0506,7.1,130,923,2,180,110,low,none,A1,3.6,120,decreasing,A
SKU0507,16.2,90,1458,1,30,50,medium,none,A1,4.1,60,stable,C
SKU0508,9.5,110,1045,5,365,120,medium,none,B2,4,130,increasing,B
SKU0509,14.8,85,1258,2,180,80,medium,seasonal,A1,3.8,95,stable,A
SKU0510,7.5,130,975,1,30,50,high,none,C3,4.4,60,increasing,C
SKU0511,16.3,95,1548.5,5,365,130,medium,none,B2,3.7,150,decreasing,B
SKU0512,9.6,150,1440,6,240,210,low,none,A1,3.4,230,increasing,A
SKU0513,20.7,65,1345.5,3,90,55,medium,none,A1,4.1,70,stable,C
SKU0514,11.8,100,1180,4,240,100,low,seasonal,B2,3.9,110,increasing,B
SKU0515,5.4,180,972,2,180,160,high,none,A1,4.3,190,decreasing,A
SKU0516,13.9,75,1042.5,1,30,40,medium,none,C3,3.7,50,stable,C
SKU0517,8.6,120,1032,5,365,110,medium,none,B2,4.2,130,increasing,B
SKU0518,15.7,90,1413,6,240,180,low,none,A1,3.8,200,decreasing,A
SKU0519,12.6,80,1008,3,90,70,medium,seasonal,C3,4,90,stable,C
SKU0520,9.7,110,1067,4,240,120,high,none,B2,3.5,130,increasing,B
SKU0521,6.3,200,1260,2,180,150,medium,none,A1,4.1,160,decreasing,A
SKU0522,17.4,70,1218,1,30,50,low,none,C3,4.4,60,stable,C
SKU0523,10.9,120,1308,5,365,140,medium,none,B2,3.7,150,increasing,B
SKU0524,14.2,95,1349,6,240,170,medium,none,A1,3.9,190,decreasing,A
SKU0525,7.9,140,1106,3,90,90,high,seasonal,C3,4.3,100,stable,C
SKU0526,16.5,80,1320,4,240,100,low,none,B2,3.6,110,increasing,B
SKU0527,9.8,130,1274,2,180,120,medium,none,A1,4.2,130,decreasing,A
SKU0528,20.9,65,1358.5,1,30,45,medium,none,C3,4.4,60,stable,C
SKU0529,12,100,1200,5,365,130,medium,none,B2,3.7,140,increasing,B
SKU0530,5.6,150,840,6,240,180,high,none,A1,3.5,200,decreasing,A
SKU0531,14.5,75,1087.5,3,90,60,low,none,C3,4.1,70,stable,C
SKU0532,8.3,110,913,4,240,100,medium,seasonal,B2,3.9,120,increasing,B
SKU0533,15.9,85,1351.5,2,180,70,medium,none,A1,4,90,stable,A
SKU0534,11.6,120,1392,1,30,40,high,none,C3,3.6,50,increasing,C
SKU0535,6.5,190,1235,5,365,200,medium,none,B2,4.2,220,increasing,B
SKU0536,13.7,90,1233,6,240,160,low,none,A1,3.8,180,decreasing,A
SKU0537,9.9,130,1287,3,90,80,medium,seasonal,C3,4,100,stable,C
SKU0538,18,70,1260,4,240,90,medium,none,B2,3.7,100,increasing,B
SKU0539,11.9,110,1309,2,180,110,high,none,A1,4.1,120,decreasing,A
SKU0540,5.8,180,1044,1,30,50,medium,none,C3,4.3,60,stable,C
SKU0541,16,95,1520,5,365,140,medium,none,B2,3.6,150,increasing,B
SKU0542,10.2,150,1530,6,240,190,low,none,A1,3.4,220,decreasing,A
SKU0543,14.8,65,962,3,90,60,high,seasonal,C3,4,70,stable,C
SKU0544,8.7,120,1044,4,240,100,medium,none,B2,3.9,110,increasing,B
SKU0545,17.1,80,1368,1,30,40,medium,none,A1,3.7,50,decreasing,A
SKU0546,9.6,130,1248,5,365,120,high,none,C3,4.2,140,stable,C
SKU0547,20.3,70,1421,6,240,180,medium,none,B2,3.8,200,increasing,B
SKU0548,12.6,100,1260,3,90,70,medium,seasonal,A1,4,90,stable,A
SKU0549,6.4,190,1216,2,180,140,low,none,C3,4.3,150,decreasing,C
SKU0550,14.2,85,1207,1,30,50,medium,none,B2,4.4,60,stable,B
SKU0551,11.8,120,1416,5,365,130,medium,none,A1,3.7,140,increasing,A
SKU0552,8.9,140,1246,6,240,160,high,none,C3,3.9,180,decreasing,C
SKU0553,16.8,75,1260,3,90,80,medium,seasonal,B2,4.1,100,stable,B
SKU0554,10.4,110,1144,4,240,100,medium,none,A1,3.8,110,increasing,A
SKU0555,5.5,200,1100,2,180,180,low,none,C3,4.2,200,decreasing,C
SKU0556,13.9,90,1251,1,30,60,medium,none,B2,3.7,70,stable,B
SKU0557,9.8,130,1274,5,365,120,medium,none,A1,4,140,increasing,A
SKU0558,18.2,70,1274,6,240,160,high,none,C3,3.6,180,decreasing,C
SKU0559,11.7,100,1170,3,90,80,medium,seasonal,B2,4.2,90,stable,B
SKU0560,6.7,180,1206,4,240,120,medium,none,A1,3.9,130,increasing,A
SKU0561,15.4,85,1309,2,180,70,high,none,C3,4.1,80,decreasing,C
SKU0562,10.1,120,1212,1,30,40,medium,seasonal,B2,3.7,50,stable,B
SKU0563,16.7,75,1252.5,5,365,140,medium,none,A1,4.3,150,increasing,A
SKU0564,9.9,130,1287,6,240,180,low,none,C3,3.8,200,decreasing,C
SKU0565,19.2,70,1344,3,90,90,medium,none,B2,4.2,100,stable,B
SKU0566,11.4,100,1140,4,240,100,medium,seasonal,A1,3.9,110,increasing,A
SKU0567,6.2,190,1178,2,180,160,high,none,C3,4.1,170,decreasing,C
SKU0568,14.6,85,1241,1,30,50,medium,none,B2,4.4,60,stable,B
SKU0569,10.7,120,1284,5,365,120,medium,none,A1,3.7,130,increasing,A
SKU0570,8.5,140,1190,6,240,160,low,none,C3,4,180,decreasing,C
SKU0571,16.1,75,1207.5,3,90,80,medium,seasonal,B2,4.2,90,stable,B
SKU0572,11.2,110,1232,4,240,110,medium,none,A1,3.8,120,increasing,A
SKU0573,5.9,200,1180,2,180,170,high,none,C3,4.3,190,decreasing,C
SKU0574,13.8,90,1242,1,30,60,medium,none,B2,3.7,70,stable,B
SKU0575,9.6,130,1248,5,365,130,medium,seasonal,A1,4,150,increasing,A
SKU0576,18.5,70,1295,6,240,180,high,none,C3,3.8,200,decreasing,C
SKU0577,12.4,100,1240,3,90,80,medium,none,B2,4.1,90,stable,B
SKU0578,6.8,180,1224,4,240,120,medium,none,A1,3.9,130,increasing,A
SKU0579,15.8,85,1343,2,180,80,low,none,C3,4,100,decreasing,C
SKU0580,10.3,120,1236,1,30,50,medium,seasonal,B2,3.7,60,stable,B
SKU0581,7.1,190,1349,5,365,140,medium,none,A1,4.2,150,increasing,A
SKU0582,14.4,90,1296,6,240,170,high,none,C3,3.8,190,decreasing,C
SKU0583,9.2,130,1196,3,90,90,medium,none,B2,4.1,100,stable,B
SKU0584,19.1,70,1337,4,240,130,medium,seasonal,A1,3.7,140,increasing,A
SKU0585,12.8,100,1280,2,180,70,low,none,C3,4,80,decreasing,C
SKU0586,6,180,1080,1,30,40,medium,none,B2,4.3,50,stable,B
